0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"[165.70000000000002, 227.3, 266.2, 505.2, 596.8, 758.1]","[93.30000000000001, 278.7, 430.3, 667.6, 732.1, 831.6999999999999, 973.3000000000001]","[127.10000000000002, 244.3, 289.1, 334.0, 709.0000000000001, 776.1, 845.6, 961.9000000000001]","[65.3, 100.5, 177.2, 389.20000000000005, 481.8, 783.9, 934.7, 994.7]","[223.4, 282.2, 410.3, 774.1, 850.7, 952.8000000000001]","[111.39999999999999, 342.40000000000003, 402.1, 582.6, 793.4]","[133.5, 557.1, 630.6, 730.3000000000001, 787.3, 847.0000000000001, 920.2]","[174.70000000000002, 381.8, 649.4, 917.2, 980.3000000000001]","[78.39999999999999, 156.10000000000002, 372.1, 458.2, 658.3, 751.3000000000001, 935.0]","[118.60000000000001, 263.7, 458.8, 537.1, 762.8000000000001, 868.7]","[193.70000000000002, 233.70000000000002, 403.3, 437.9, 507.09999999999997, 597.8, 649.5000000000001, 737.8, 934.2]","[143.1, 196.3, 259.09999999999997, 364.8, 449.40000000000003, 530.3, 666.9000000000001, 729.0, 942.2]","[214.50000000000003, 253.8, 377.4, 406.90000000000003, 617.5, 662.8000000000001, 699.0, 857.8]","[76.0, 177.2, 568.0, 774.3, 879.6, 996.5]","[264.3, 417.1, 546.5, 743.9, 864.8, 964.6]","[103.10000000000001, 261.5, 346.8, 936.5]","[163.8, 241.6, 343.3, 490.2, 744.9]","[91.1, 271.6, 357.2, 487.1, 517.3, 636.3, 704.2]","[70.3, 257.8, 426.8, 630.9, 690.6]","[69.10000000000001, 232.1, 531.7, 595.2, 721.6, 861.5]","[45.4, 144.4, 170.5, 401.5, 697.9000000000001, 745.5, 789.9, 845.6, 907.7, 956.6999999999999]","[203.20000000000002, 264.90000000000003, 363.9, 593.5, 665.8000000000001, 798.7]","[57.7, 343.1, 494.8, 560.3, 697.2, 837.8, 940.9000000000001]","[81.10000000000001, 172.9, 728.6, 913.3]","[136.89999999999998, 258.90000000000003, 545.2, 969.1]","[88.50000000000001, 243.4, 393.0, 611.9, 686.0, 817.4, 896.6, 988.1]","[79.30000000000001, 132.4, 201.20000000000002, 422.9, 567.6999999999999]","[118.7, 267.0, 651.1999999999999, 825.5, 892.4000000000001]","[419.3, 455.6, 513.7, 678.7, 766.8000000000001, 919.1]","[99.60000000000001, 397.7, 688.3, 865.3000000000001, 990.6]","[196.4, 343.1, 442.5, 539.6, 713.9]","[286.3, 411.1, 461.1, 684.7, 761.5, 818.2]"
