0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
"[88.4, 159.60000000000002, 194.5, 330.40000000000003, 392.90000000000003, 514.0, 638.9, 686.8000000000001, 754.6, 864.5, 991.5]","[115.7, 317.5, 469.0, 624.8, 693.6, 903.8000000000001]","[121.50000000000001, 154.0, 409.40000000000003, 570.1, 789.3, 832.6]","[299.3, 352.1, 419.1, 519.5000000000001, 606.7, 735.0, 895.7]","[121.00000000000001, 226.60000000000002, 406.40000000000003, 575.8, 838.1, 865.1, 980.4]","[53.6, 194.79999999999998, 256.20000000000005, 430.8]","[99.8, 326.3, 387.8, 443.59999999999997, 728.2, 958.9000000000001]","[374.9, 530.7, 813.8000000000001, 886.8000000000001, 951.8000000000001]","[246.7, 338.40000000000003, 406.3, 460.0, 666.6, 864.0]","[92.5, 215.8, 314.3, 776.5000000000001, 850.9, 903.0]","[336.7, 488.2, 588.3000000000001, 852.4, 938.4]","[126.8, 206.20000000000002, 260.59999999999997, 543.3, 761.1999999999999, 967.0000000000001, 995.2]","[113.30000000000001, 216.4, 484.00000000000006, 643.5000000000001, 711.3000000000001, 761.9]","[381.40000000000003, 466.0, 617.7, 684.9000000000001, 817.9000000000001, 873.2]","[59.5, 135.0, 217.7, 323.8, 823.5]","[120.0, 227.0, 395.0, 446.3, 676.0, 898.8000000000001, 962.3000000000001]","[193.9, 355.2, 422.7, 613.3000000000001, 665.2, 729.6, 845.7, 987.9]","[58.4, 220.10000000000002, 277.90000000000003, 430.6, 506.50000000000006, 701.6, 757.1999999999999]","[536.1, 727.2]","[279.2, 486.9, 552.0, 948.7]","[176.6, 210.00000000000003, 350.5, 392.40000000000003, 566.9000000000001, 694.3000000000001, 907.6]","[111.7, 284.7, 537.2, 584.3000000000001, 626.4000000000001, 983.6]","[43.300000000000004, 171.4, 298.0, 347.3, 492.50000000000006, 721.3000000000001, 795.9000000000001]","[102.0, 145.4, 224.0, 475.5, 518.5000000000001, 675.9000000000001, 822.9000000000001]","[85.8, 162.5, 233.9, 381.3, 481.6, 677.5, 828.0, 911.7, 985.0000000000001]","[120.10000000000001, 297.3, 478.40000000000003, 651.8000000000001, 719.8, 779.4000000000001, 864.1]","[92.7, 471.1, 590.5, 741.6, 843.6999999999999]","[117.3, 275.0, 432.8, 595.1, 729.1, 872.9, 975.0000000000001]","[143.1, 373.70000000000005, 478.7, 561.4, 774.4000000000001, 910.5000000000001]","[70.0, 176.6, 249.7, 318.40000000000003, 402.7, 503.40000000000003, 689.2, 739.5, 851.5, 922.4]","[133.1, 196.3, 257.20000000000005, 417.8, 677.0, 806.5, 937.5, 999.7]","[222.70000000000002, 370.8, 479.6, 587.4, 677.6, 791.1, 843.5, 958.1]"
