0,1,2,3,4,5,6,7
"[59.1, 178.00000000000003, 278.6, 342.8, 393.8, 568.5, 687.2, 694.8000000000001, 729.9, 741.6, 874.0, 967.6999999999999]","[145.6, 177.50000000000003, 196.8, 343.5, 395.2, 403.1, 911.3]","[101.0, 193.79999999999998, 339.1, 419.9, 741.5]","[403.5, 631.3000000000001]","[196.70000000000002, 339.90000000000003, 777.0]","[283.0, 411.7, 596.4, 631.3000000000001, 777.0, 948.2]","[72.9, 596.0]","[74.00000000000001, 231.1, 339.2, 865.7]"
